artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Cut Copy,Logged In,Harper,M,36,Barrett,283.76771,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Strangers In The Wind,200,1541415182796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Straylight Run,Logged In,Aleena,F,4,Kirby,241.44934,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Existentialism On Prom Night (Album Version),200,1541415327796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,5,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1541022995796.0,269,,200,1541415367796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,6,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Settings,1541022995796.0,269,,200,1541415367796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Albert Hammond,Logged In,Sara,F,21,Johnson,177.78893,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Echame A Mi La Culpa,200,1541415427796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Hercules And Love Affair,Logged In,Harper,M,37,Barrett,376.29342,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1540685364796.0,129,Blind (Full Album Version),200,1541415465796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
,Logged In,Harper,M,38,Barrett,,paid,"New York-Newark-Jersey City, NY-NJ-PA",GET,Error,1540685364796.0,129,,404,1541415469796,"""Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",42
Left Lane Cruiser,Logged In,Aleena,F,7,Kirby,183.27465,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Amerika,200,1541415568796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
UB40,Logged In,Sara,F,22,Johnson,185.10322,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Come Back Darling,200,1541415604796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Amon Amarth,Logged In,Aleena,F,8,Kirby,357.22404,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Fate Of Norns,200,1541415751796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Queensryche,Logged In,Sara,F,23,Johnson,347.81995,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Silent Lucidity (2002 Digital Remaster),200,1541415789796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Winds Of Plague,Logged In,Aleena,F,9,Kirby,148.08771,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Reloaded,200,1541416108796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Jackson 5,Logged In,Sara,F,24,Johnson,174.10567,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Ben,200,1541416136796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Feist,Logged In,Aleena,F,10,Kirby,184.94649,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,My Moon My Man,200,1541416256796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
JosÃÂ© Gonzalez,Logged In,Sara,F,25,Johnson,158.48444,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Heartbeats,200,1541416310796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Flobots,Logged In,Aleena,F,11,Kirby,205.68771,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Handlebars (UK Radio Edit),200,1541416440796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Teriyaki Boyz,Logged In,Sara,F,26,Johnson,253.77914,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Heartbreaker,200,1541416468796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Dwight Yoakam,Logged In,Aleena,F,12,Kirby,239.3073,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,You're The One,200,1541416645796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Young Money featuring Lloyd,Logged In,Sara,F,27,Johnson,196.33587,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,BedRock (Radio Edit) (feat.Lloyd),200,1541416721796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
The Pussycat Dolls,Logged In,Aleena,F,13,Kirby,245.18485,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,When I Grow Up,200,1541416884796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Koopsta Knicca,Logged In,Sara,F,28,Johnson,206.78485,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Top Secret,200,1541416917796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
The Knack,Logged In,Sara,F,29,Johnson,141.58322,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Let Me Out,200,1541417123796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
The Prodigy,Logged In,Aleena,F,14,Kirby,215.77098,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Omen,200,1541417129796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
ZZ Top,Logged In,Sara,F,30,Johnson,187.8722,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Avalon Hideaway (LP Version),200,1541417264796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
Caifanes,Logged In,Aleena,F,15,Kirby,263.33995,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Cuentame Tu Vida,200,1541417344796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,16,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1541022995796.0,269,,200,1541417402796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Britt Nicole,Logged In,Sara,F,31,Johnson,232.85506,paid,"Winston-Salem, NC",PUT,NextSong,1540809153796.0,222,Like A Star,200,1541417451796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
,Logged In,Sara,F,32,Johnson,,paid,"Winston-Salem, NC",PUT,Logout,1540809153796.0,222,,307,1541417452796,"""Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",95
,Logged In,Aleena,F,17,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Settings,1541022995796.0,269,,200,1541417462796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,18,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Settings,1541022995796.0,269,,200,1541417478796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged Out,,,33,,,paid,,GET,Home,,222,,200,1541417518796,,
Jimmy Buffett,Logged In,Aleena,F,19,Kirby,209.00526,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,He Went To Paris,200,1541417607796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Counting Crows,Logged In,Aleena,F,20,Kirby,272.79628,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Mr. Jones,200,1541417816796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
8Ball & MJG,Logged In,Aleena,F,21,Kirby,48.14322,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Intro (Explicit Album Version),200,1541418088796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
SinÃÂ©ad O'Connor,Logged In,Aleena,F,22,Kirby,282.51383,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,I Want Your (Hands On Me),200,1541418136796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Manu Chao,Logged In,Jacob,M,4,Klein,288.15628,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Me Quedo Contigo [Si Me Das A Elegir],200,1541359827796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
B.o.B,Logged In,Jacob,M,5,Klein,269.63546,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Nothin' On You [feat. Bruno Mars] (Album Version),200,1541360115796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Baby Boy Da Prince / Mannie Fresh,Logged In,Jacob,M,6,Klein,235.2322,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Naw Meen,200,1541360384796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Gerry Rafferty,Logged In,Jacob,M,7,Klein,224.39138,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Don't Close The Door,200,1541360619796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Jacob,M,8,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",GET,Error,1540558108796.0,72,,404,1541360693796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
,Logged In,Jacob,M,9,Klein,,paid,"Tampa-St. Petersburg-Clearwater, FL",GET,Home,1540558108796.0,72,,200,1541360696796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
the bird and the bee,Logged In,Jacob,M,10,Klein,165.642,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Again & Again,200,1541360843796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Blur,Logged In,Jacob,M,11,Klein,361.58649,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Sing,200,1541361008796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Puerto Rican Power,Logged In,Jacob,M,12,Klein,305.44934,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Juguete De Nadie,200,1541361369796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Hercules And Love Affair,Logged In,Jacob,M,13,Klein,471.74485,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Blind (Frankie Knuckles Remix),200,1541361674796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
BeyoncÃÂ©,Logged In,Jacob,M,14,Klein,235.67628,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Kitty Kat,200,1541362145796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Burt Bacharach,Logged In,Jacob,M,15,Klein,200.54159,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Pacific Coast Highway,200,1541362380796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Common,Logged In,Jacob,M,16,Klein,144.16934,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Be (Intro),200,1541362580796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Ra Ra Riot,Logged In,Jacob,M,17,Klein,152.71138,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Can You Tell,200,1541362724796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Flyleaf,Logged In,Jacob,M,18,Klein,167.8624,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,There For You,200,1541362876796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Neil Young,Logged In,Jacob,M,19,Klein,414.69342,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Danger Bird (Album Version),200,1541363043796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
A Day To Remember,Logged In,Jacob,M,20,Klein,87.50975,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,You Already Know What You Are,200,1541363457796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Del Tha Funkee Homosapien,Logged In,Jacob,M,21,Klein,199.07873,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Sleepin' On My Couch,200,1541363544796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Leopoldo Federico,Logged In,Jacob,M,22,Klein,205.73995,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,La Cachila,200,1541363743796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Moose,Logged In,Jacob,M,23,Klein,490.21342,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Do You Remember,200,1541363948796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Wyclef Jean,Logged In,Jacob,M,24,Klein,242.07628,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Knockin' On Heaven's Door,200,1541364438796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Alvin And The Chipmunks,Logged In,Jacob,M,25,Klein,166.47791,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Coast 2 Coast,200,1541364680796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Anthrax,Logged In,Jacob,M,26,Klein,458.23955,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1540558108796.0,72,Who Cares Wins,200,1541364846796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",73
Vince Guaraldi Trio,Logged In,Aleena,F,23,Kirby,368.29995,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Christmastime Is Here,200,1541418418796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
B*Witched,Logged In,Aleena,F,24,Kirby,172.06812,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,C'est La Vie,200,1541418786796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Gyptian,Logged In,Aleena,F,25,Kirby,211.04281,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Love Against the Wall,200,1541418958796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
The Ataris,Logged In,Aleena,F,26,Kirby,179.722,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,I Won't Spend Another Night Alone,200,1541419169796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Adam Green,Logged In,Aleena,F,27,Kirby,143.49016,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,You Get So Lucky,200,1541419348796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Marilyn Manson,Logged In,Aleena,F,28,Kirby,247.01342,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Personal Jesus,200,1541419491796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Bobby Blue Bland,Logged In,Aleena,F,29,Kirby,141.13914,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,I Pity the Fool,200,1541419738796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
David Banner,Logged In,Aleena,F,30,Kirby,232.75057,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Play,200,1541419879796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
We The Kings featuring Demi Lovato,Logged In,Aleena,F,31,Kirby,231.78404,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,We'll Be A Dream (featuring Demi Lovato),200,1541420111796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Emiliana Torrini,Logged In,Aleena,F,32,Kirby,383.50322,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Birds,200,1541420342796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Garbage,Logged In,Shakira,F,0,Hunt,277.39383,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540636000796.0,83,Temptation Waits,200,1541420496796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,84
Linkin Park,Logged In,Aleena,F,33,Kirby,268.61669,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,New Divide (Album Version),200,1541420725796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Darius Rucker,Logged In,Shakira,F,1,Hunt,217.44281,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540636000796.0,83,It Won't Be Like This For Long,200,1541420773796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,84
The Strokes,Logged In,Shakira,F,2,Hunt,230.1122,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540636000796.0,83,Killing Lies,200,1541420990796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,84
Los Bunkers,Logged In,Aleena,F,34,Kirby,209.97179,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Te Vistes Y Te Vas,200,1541420993796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,35,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Help,1541022995796.0,269,,200,1541420996796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Ween,Logged In,Aleena,F,36,Kirby,242.59873,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,I'm Holding You (LP Version),200,1541421202796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
"Weird Al"" Yankovic",Logged In,Shakira,F,3,Hunt,170.21342,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540636000796.0,83,"White & Nerdy (Parody of ""Ridin'"" by Chamillionaire featuring Krayzie Bone)",200,1541421220796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,84
The Moody Blues,Logged In,Shakira,F,4,Hunt,258.71628,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540636000796.0,83,Tuesday Afternoon,200,1541421390796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,84
DESTRUCTION,Logged In,Aleena,F,37,Kirby,226.97751,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Dictators Of Cruelty,200,1541421444796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Carla Bruni,Logged In,Aleena,F,38,Kirby,163.02975,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Quelqu'un M'a Dit (Album Version),200,1541421670796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
En Vogue,Logged In,Aleena,F,39,Kirby,289.01832,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Don't Let Go (Love),200,1541421833796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Eminem,Logged In,Aleena,F,40,Kirby,250.8273,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Mockingbird,200,1541422122796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged In,Aleena,F,41,Kirby,,paid,"Waterloo-Cedar Falls, IA",PUT,Logout,1541022995796.0,269,,307,1541422123796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
,Logged Out,,,42,,,paid,,GET,Home,,269,,200,1541422142796,,
,Logged Out,,,43,,,paid,,PUT,Login,,269,,307,1541422143796,,
,Logged In,Aleena,F,44,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1541022995796.0,269,,200,1541422145796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Showbread,Logged In,Aleena,F,45,Kirby,287.29424,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,The Missing Wife,200,1541422372796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Tracie Spencer,Logged In,Aleena,F,46,Kirby,272.45669,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,My First Broken Heart,200,1541422659796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
BeyoncÃÂ©,Logged In,Aleena,F,47,Kirby,261.74649,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Halo,200,1541422931796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Jack Johnson,Logged In,Aleena,F,48,Kirby,207.64689,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,269,Better Together,200,1541423192796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
